,GEOID,COUNTY,LAT,LON,age_median,agg_travel_time,agg_travel_time_2011,contract_rent_25q,contract_rent_50q,contract_rent_75q,county,gross_rent_median,gross_rent_median_2011,household_income_median,household_income_median_2011,households,housing_median_value,housing_median_value_2011,housing_occupied,housing_owner_occupied,housing_renter_occupied,housing_units,housing_units_2011,housingcost_w_mort_2011,housingcost_w_mortgage,housingcost_wo_mort_2011,housingcost_wo_mortgage,male,mort_cost_%_of_income,mort_cost_%_of_income_2011,pop_over16_work,pop_over25_edu,pop_over25_edu_HS,pop_over25_edu_bach,pop_over25_edu_coll,pop_over25_edu_grad,pop_over25_edu_less_HS,population,population_2011,population_under18,poverty,poverty_2011,rs_tax_median_w_mort,tract,vacancy,white,geo_header,accommodates,bathrooms,bedrooms,beds,dailyrate,number_of_reviews,review_scores_location,review_scores_rating,airbnb_listings,mean_travel_time,airbnb_monthly_equal,airbnb_rent_mult,make_rent_median,make_rent_75q,%_occupied,airbnb_trans,%_non-whites,%_vacancy,%_poverty,airbnb_housing_density,airbnb_rental_density,cap_rate,airbnb_cap_rate,housing_affordability,%_hs_or_above,%_bach_or_above,ppl_per_household,%_male,chg_gross_rent_median,chg_household_income_median,chg_housing_units,chg_population,chg_housing_value_median,chg_mort_cost,chg_mort_cost_%_of_income,%_poverty_2011,chg_%_poverty,cap_rate_differential,id,coffee_count,green_rides,noise_count,uber_rides,bar_count,yellow_rides
38,36005006500,5,40.8173917,-73.9216557,28.5,,,469,856,1153,005,962,888,21959,23670,1905,,,1905,8,1897,1998,1881,,,,,2864,,,1925,3271,1135,248,704,22,1162,5847,5358,1816,2691,2182,,006500,93,767,36,,,,,,,,,,,,,,,95.3453453453,0,86.8821617924,4.65465465465,46.0236018471,0.0,0.0,,,,64.475695506,8.25435646591,3.06929133858,48.9823841286,74.0,-1711.0,117.0,489.0,,,,40.7241508025,5.29945104456,,2.0,2.0,20224.0,1433.0,130.0,1.0,945.0
39,36005006700,5,40.8195023,-73.9181767,27.8,,98180,363,627,1052,005,712,565,21443,17834,2337,350700,440000,2337,122,2215,2425,2427,3518,3506,,,3113,46.2,43.6,2298,4403,1358,167,487,90,2301,7782,7530,2441,3239,3160,1864,006700,88,1012,36,4.0,1.0,1.0,2.0,105.0,5.5,9.0,96.0,2.0,,3202.5,4.49789325843,6.78095238095,10.019047619,96.3711340206,2,86.9956309432,3.62886597938,41.621691082,0.0824742268041,0.0902934537246,2.43627031651,10.9580838323,12.7418473094,47.7401771519,5.83692936634,3.32991014121,40.0025700334,147.0,3609.0,-2.0,252.0,-89300.0,-12.0,2.6,41.9654714475,-0.343780365559,8.52181351583,,0.0,2983.0,1299.0,32.0,0.0,220.0
40,36005006800,5,40.8289603,-73.8705138,30.6,40980,38445,795,1051,1441,005,1163,1133,31607,34152,931,406900,461500,931,260,671,1070,1114,3298,3217,786,935,1591,50,50,1020,1875,595,213,585,17,465,2976,2606,922,857,716,3745,006800,139,339,36,,,,,,,,,,40.1764705882,,,,,87.0093457944,0,88.6088709677,12.9906542056,28.7970430108,0.0,0.0,3.42983534038,,20.46873381,75.2,12.2666666667,3.19656283566,53.4610215054,30.0,-2545.0,-44.0,370.0,-54600.0,-81.0,0.0,27.4750575595,1.32198545127,,,0.0,1032.0,553.0,4.0,0.0,31.0
41,36005006900,5,40.8218666,-73.9157567,27.4,86430,66215,296,532,919,005,712,723,19824,21058,2592,195800,401400,2592,163,2429,2750,2515,2523,2917,,,3410,33,30.2,2166,4231,814,433,1112,236,1636,7769,6299,2726,3289,2676,2308,006900,158,787,36,2.0,1.0,1.0,1.0,65.0,10.0,8.0,83.0,1.0,39.9030470914,1982.5,2.78441011236,10.9538461538,14.1384615385,94.2545454545,1,89.8699961385,5.74545454545,42.3349208392,0.0363636363636,0.0411692054343,4.36363636364,12.1501532176,14.1583818992,61.333018199,15.8118648074,2.99729938272,43.8923928434,-11.0,-1234.0,235.0,1470.0,-205600.0,394.0,2.8,42.482933799,-0.148012959783,7.78651685393,,0.0,2661.0,1180.0,18.0,0.0,168.0
42,36005007000,5,40.8298152,-73.8656233,33.2,,72825,691,1188,1489,005,1351,1180,33712,35795,1302,420700,456500,1302,308,994,1422,1423,2671,2582,956,1001,2208,50,45,1675,2835,861,384,464,43,1083,4646,4178,1407,1315,1275,3433,007000,120,938,36,,,,,,,,,,,,,,,91.5611814346,0,79.8105897546,8.4388185654,28.3039173483,0.0,0.0,3.85357737105,,27.2011360702,61.7989417989,15.0617283951,3.56835637481,47.5247524752,171.0,-2083.0,-1.0,468.0,-35800.0,-89.0,5.0,30.5169937769,-2.21307642867,,,0.0,1005.0,1314.0,32.0,1.0,85.0
43,36005007100,5,40.8182206,-73.912832,29.3,36250,22415,214,891,1030,005,993,445,39792,33427,744,226600,234000,744,285,459,844,576,1243,1204,,482,1032,25.2,26.6,884,1382,381,227,306,66,402,2358,2076,668,633,813,1857,007100,100,305,36,,,,,,,,,,41.0067873303,,,,,88.1516587678,0,87.0653095844,11.8483412322,26.844783715,0.0,0.0,5.2586054722,,68.853820598,70.9117221418,21.2011577424,3.16935483871,43.7659033079,548.0,6365.0,268.0,282.0,-7400.0,-39.0,-1.4,39.161849711,-12.317065996,,1.0,1.0,4761.0,2051.0,51.0,0.0,430.0
44,36005007200,5,40.8310452,-73.8606985,30.5,,73110,847,1060,1240,005,1170,1081,44844,44156,1726,397900,436500,1726,456,1270,1833,1765,2341,2455,749,1001,3004,33.2,37.2,2356,3582,951,479,594,376,1182,5981,5953,1577,1860,2038,3734,007200,107,963,36,,,,,,,,,,,,,,,94.1625750136,0,83.8990135429,5.83742498636,31.0984785153,0.0,0.0,3.52852475496,,38.0549898167,67.0016750419,23.8693467337,3.46523754345,50.2257147634,89.0,688.0,68.0,28.0,-38600.0,114.0,-4.0,34.2348395767,-3.13636106139,,,0.0,18824.0,650.0,45.0,1.0,487.0
45,36005007300,5,40.8146752,-73.909389,30.2,,,420,789,1108,005,892,805,20678,22209,1332,538800,490400,1332,49,1283,1412,1379,3010,,,,1807,,35.1,1015,2219,518,91,558,0,1052,3735,3640,1211,1607,1365,,007300,80,330,36,4.33333333333,1.0,2.0,2.0,124.666666667,12.6666666667,9.0,97.0,3.0,,3802.33333333,4.26270553064,7.1550802139,8.88770053476,94.3342776204,3,91.1646586345,5.6657223796,43.0254350736,0.212464589235,0.233826968044,1.98663697105,8.46844840386,,52.5912573231,4.10094637224,2.80405405405,48.3801874163,87.0,-1531.0,33.0,95.0,48400.0,,,37.5,5.52543507363,6.48181143281,,0.0,3687.0,1496.0,32.0,0.0,166.0
46,36005007400,5,40.8194734,-73.8528608,40.4,68105,67665,897,1078,1262,005,1156,901,44836,53767,1383,415300,394400,1383,505,878,1428,1461,2481,2474,555,865,1725,29.6,40.6,1491,2471,670,314,678,171,638,3724,3757,845,700,268,3271,007400,45,970,36,,,,,,,,,,45.6773977197,,,,,96.8487394958,0,73.9527389903,3.1512605042,18.7969924812,0.0,0.0,3.34023597399,,37.7559956885,74.1804937272,19.6276811008,2.69269703543,46.321160043,255.0,-8931.0,-33.0,-33.0,20900.0,-7.0,-11.0,7.13335107799,11.6636414032,,,0.0,338.0,447.0,12.0,0.0,28.0
47,36005007500,5,40.8187783,-73.9086255,30,54615,55865,320,613,945,005,697,567,22055,28770,1863,302200,271600,1863,288,1575,1976,1747,1001,1137,450,482,1909,26.1,21.6,1585,2808,779,274,650,101,1004,4932,4148,1552,1690,820,1461,007500,113,651,36,3.25,1.375,1.0,2.0,63.75,14.625,8.57142857143,87.0,8.0,34.4574132492,1944.375,2.78963414634,10.9333333333,14.8235294118,94.2813765182,8,86.800486618,5.71862348178,34.2660178427,0.404858299595,0.507936507937,2.76770350761,7.72088021178,40.4115362064,64.245014245,13.3547008547,2.64734299517,38.7064071371,130.0,-6715.0,229.0,784.0,30600.0,136.0,4.5,19.768563163,14.4974546797,4.95317670417,,0.0,1431.0,792.0,38.0,0.0,129.0
48,36005007600,5,40.8333737,-73.8676538,30.5,94785,76515,882,1130,1467,005,1285,1124,41983,34833,1624,475600,465200,1624,330,1294,1800,1851,3645,2839,665,917,2976,50,50,2445,3751,975,310,813,183,1470,5853,5442,1619,1640,1970,3829,007600,176,1231,36,,,,,,,,,,38.7668711656,,,,,90.2222222222,0,78.9680505724,9.77777777778,28.0198188963,0.0,0.0,3.24222035324,,30.8082364682,60.8104505465,13.1431618235,3.60406403941,50.8457201435,161.0,7150.0,-51.0,411.0,10400.0,-806.0,0.0,36.1999264976,-8.18010760132,,2.0,2.0,1996.0,607.0,15.0,1.0,70.0
49,36005007700,5,40.8197339,-73.9044231,32,24795,,902,1059,1215,005,1160,1019,26011,31542,602,337500,476400,602,147,455,636,576,1875,1696,,,854,22.7,29.7,574,1079,252,133,280,40,374,1904,1846,565,707,479,2096,007700,34,219,36,3.0,1.5,1.0,3.0,99.0,0.0,,,1.0,43.1968641115,3019.5,2.60301724138,11.7171717172,12.2727272727,94.6540880503,1,88.4978991597,5.34591194969,37.1323529412,0.157232704403,0.21978021978,4.12444444444,10.736,31.9514052673,65.3382761816,16.0333642261,3.16279069767,44.8529411765,141.0,-5531.0,60.0,58.0,-138900.0,-179.0,-7.0,25.9479956663,11.1843572749,6.61155555556,,0.0,2692.0,560.0,56.0,0.0,145.0
50,36005007800,5,40.8291526,-73.8528038,29.3,101630,,846,1076,1389,005,1232,1075,34095,39737,2004,438700,463000,2004,297,1707,2227,2249,2788,3017,740,700,3352,50,31.8,2534,4057,1245,477,850,72,1413,6868,6687,2071,1981,1703,3387,007800,223,1258,36,,,,,,,,,,40.1065509077,,,,,89.9865289627,0,81.6831683168,10.0134710373,28.8439138031,0.0,0.0,3.36995669022,,23.5436692078,65.1713088489,13.5321666256,3.42714570858,48.8060570763,157.0,-5642.0,-22.0,181.0,-24300.0,229.0,18.2,25.4673246598,3.37658914336,,1.0,1.0,729.0,677.0,2.0,0.0,108.0
51,36005007900,5,40.815792,-73.9048714,29.4,,,314,576,894,005,697,509,23472,17344,2282,441900,435400,2282,72,2210,2465,2428,992,,310,,2749,,34.6,1884,3466,1071,216,584,53,1542,6099,6172,1816,2439,2503,,007900,183,1100,36,,,,,,,,,,,,,,,92.5760649087,0,81.9642564355,7.42393509128,39.9901623217,0.0,0.0,1.8927359131,,,55.5106751298,7.76110790537,2.67265556529,45.0729627808,188.0,6128.0,37.0,-73.0,6500.0,,,40.5541153597,-0.563953037997,,,0.0,1479.0,896.0,36.0,0.0,80.0
52,36005008300,5,40.8136778,-73.90184,27.9,61670,76035,342,610,1040,005,792,832,19409,23647,2063,294200,281500,2063,246,1817,2172,2185,1914,2652,290,330,2652,50,26.1,1644,3354,870,214,687,85,1498,5974,5862,1855,2686,2177,3400,008300,109,619,36,,,,,,,,,,37.5121654501,,,,,94.9815837937,0,89.6384332106,5.01841620626,44.9614998326,0.0,0.0,3.23045547247,,15.2471405229,55.3369111509,8.91472868217,2.89578284052,44.3923669233,-40.0,-4238.0,-13.0,112.0,12700.0,738.0,23.9,37.1374957352,7.82400409736,,1.0,1.0,3208.0,693.0,4.0,1.0,188.0
53,36005008400,5,40.8156088,-73.8477354,32.2,42680,40420,1013,1213,1534,005,1454,1185,52234,49844,704,421200,420800,704,395,309,764,804,2876,2315,1001,845,1095,36,50,1007,1505,429,253,413,90,320,2447,2593,655,279,413,3720,008400,60,364,36,,,,,,,,,,42.3833167825,,,,,92.1465968586,0,85.1246424193,7.85340314136,11.4017163874,0.0,0.0,4.14245014245,,47.0068394528,78.7375415282,22.7906976744,3.47585227273,44.7486718431,269.0,2390.0,-40.0,-146.0,400.0,-561.0,-14.0,15.9274971076,-4.52578072018,,,0.0,425.0,389.0,20.0,0.0,14.0
54,36005008500,5,40.8162762,-73.8990831,30.8,80355,77240,357,854,1148,005,970,936,24583,25860,1727,257500,425600,1727,151,1576,1924,1815,2722,1281,680,,3494,28.4,48.8,2244,3843,785,367,824,130,1737,6324,5917,1700,2344,1929,3711,008500,197,740,36,3.0,1.0,1.33333333333,1.33333333333,71.3333333333,13.6666666667,9.0,94.0,3.0,35.8088235294,2175.66666667,2.24295532646,13.5981308411,16.0934579439,89.7609147609,3,88.2985452245,10.2390852391,37.0651486401,0.155925155925,0.190355329949,4.52038834951,10.1390291262,39.9801587302,54.8009367681,12.9326047359,3.66184134337,55.2498418722,34.0,-1277.0,109.0,407.0,-168100.0,-1441.0,-20.4,32.6009802265,4.46416841364,5.6186407767,,0.0,2494.0,854.0,48.0,0.0,150.0
55,36005008600,5,40.8198789,-73.849806,31.7,52680,,266,422,799,005,430,501,21313,21860,1385,392600,400000,1385,154,1231,1482,1514,3000,2302,800,505,1671,29.4,27.1,1193,2440,834,167,506,57,876,3916,3785,945,1721,1475,3371,008600,97,1140,36,,,,,,,,,,44.1575859179,,,,,93.4547908232,0,70.8886618999,6.54520917679,43.9479060266,0.0,0.0,1.31431482425,,19.288481031,64.0983606557,9.18032786885,2.8274368231,42.671092952,-71.0,-547.0,-32.0,131.0,-7400.0,-698.0,2.3,38.9696169089,4.97828911771,,,0.0,1214.0,1308.0,13.0,0.0,30.0
56,36005008700,5,40.819672,-73.8972847,30.3,,,448,833,1097,005,967,914,28875,26250,1845,256300,256600,1845,67,1778,1939,1880,2115,2696,770,,3052,24.5,30.8,2115,3897,863,219,992,55,1768,6406,6359,1792,2059,2101,1789,008700,94,958,36,4.0,1.0,1.0,2.0,109.0,11.0,9.0,98.0,1.0,,3324.5,3.4379524302,8.87155963303,10.0642201835,95.1521402785,1,85.0452700593,4.84785972151,32.1417421168,0.0515729757607,0.0562429696288,4.52750682794,15.5653531018,22.3131491098,54.6317680267,7.03104952528,3.47208672087,47.6428348423,53.0,2625.0,59.0,47.0,-300.0,581.0,-6.3,33.0397861299,-0.898044013129,11.0378462739,,0.0,1133.0,649.0,21.0,0.0,29.0
57,36005008900,5,40.8185638,-73.893918,28.4,42125,31745,328,625,973,005,764,697,19210,18811,1189,365000,329800,1189,52,1137,1246,1198,2894,,475,,1690,,50,1006,1916,458,108,250,26,1074,3540,3260,1116,1685,1755,,008900,57,641,36,,,,,,,,,,41.8737574553,,,,,95.4253611557,0,81.8926553672,4.5746388443,47.5988700565,0.0,0.0,2.51178082192,,,43.9457202505,6.99373695198,2.97729184188,47.7401129944,67.0,399.0,48.0,280.0,35200.0,,,53.8343558282,-6.23548577172,,1.0,1.0,2070.0,489.0,190.0,0.0,223.0
58,36005009000,5,40.8136183,-73.8446107,29.8,54755,45050,269,449,766,005,480,430,27802,24657,1162,394300,430000,1162,302,860,1225,1234,3417,2685,736,664,1726,32.4,50,1212,2253,726,244,591,146,546,3824,3486,992,1418,1447,3190,009000,63,1328,36,,,,,,,,,,45.1773927393,,,,,94.8571428571,0,65.2719665272,5.14285714286,37.0815899582,0.0,0.0,1.46081663708,,21.5720049659,75.7656458056,17.310252996,3.2908777969,45.1359832636,50.0,3145.0,-9.0,338.0,-35700.0,-732.0,-17.6,41.5088927137,-4.42730275555,,,0.0,87.0,90.0,9.0,0.0,16.0
59,36005009200,5,40.8323343,-73.8521043,32.9,,,933,1087,1289,005,1263,1207,42708,40768,1728,437200,440400,1728,427,1301,1898,1893,2427,2188,851,900,2459,40.7,49.9,2186,3338,899,460,831,171,977,5397,5524,1424,1293,1598,3602,009200,170,900,36,,,,,,,,,,,,,,,91.043203372,0,83.3240689272,8.95679662803,23.9577543079,0.0,0.0,3.46660567246,,40.6649908592,70.7309766327,18.9035350509,3.12326388889,45.5623494534,56.0,1940.0,5.0,-127.0,-3200.0,-239.0,-9.2,28.9283128168,-4.97055850885,,1.0,1.0,4285.0,981.0,7.0,2.0,817.0
60,36005009300,5,40.8056822,-73.8856083,30.5,73650,64980,663,909,1145,005,1060,928,30483,31417,1627,377800,405600,1627,142,1485,1941,1956,3324,3520,623,483,3541,50,39.4,1824,3872,1059,277,993,104,1439,6265,6593,1616,2007,2109,3500,009300,314,1491,36,3.0,1.0,1.0,1.0,50.0,6.0,7.0,90.0,1.0,40.3782894737,1525.0,1.43867924528,21.2,22.9,83.8227717671,1,76.2011173184,16.1772282329,32.0351157223,0.0515198351365,0.0673400673401,3.3668607729,4.84383271572,18.0415482955,62.8357438017,9.83987603306,3.85064535956,56.5203511572,132.0,-934.0,-15.0,-328.0,-27800.0,196.0,10.6,31.9884726225,0.0466430997882,1.47697194283,,0.0,252.0,619.0,55.0,0.0,58.0
61,36005009600,5,40.8347812,-73.8437163,34.4,,32525,1003,1269,1444,005,1449,1297,41156,43421,727,404300,542000,727,258,469,831,772,2947,3500,924,940,1338,50,50,813,1647,336,235,447,100,529,2557,2421,684,443,516,3684,009600,104,381,36,,,,,,,,,,,,,,,87.4849578821,0,85.0997262417,12.5150421179,17.3249902229,0.0,0.0,4.30076675736,,24.4976190476,67.8809957498,20.3400121433,3.51719394773,52.3269456394,152.0,-2265.0,59.0,136.0,-137700.0,553.0,0.0,21.3135068154,-3.98851659245,,1.0,1.0,969.0,291.0,77.0,0.0,76.0
62,36005009800,5,40.8254412,-73.8495151,36.5,113655,105260,933,1176,1480,005,1363,1107,54974,52889,1683,398000,392800,1683,713,970,1893,1939,2537,2296,839,775,2175,33,35.6,2222,3191,1108,515,813,169,586,4922,4711,1051,1035,534,3025,009800,210,1692,36,,,,,,,,,,51.1498649865,,,,,88.9064976228,0,65.623730191,11.0935023772,21.0280373832,0.0,0.0,4.10954773869,,49.8820412311,81.6358508305,21.435286744,2.92453951277,44.1893539212,256.0,2085.0,-46.0,211.0,5200.0,-241.0,-2.6,11.3351729994,9.69286438381,,,0.0,995.0,764.0,27.0,0.0,116.0
63,36005011000,5,40.8137194,-73.8321026,49.4,,3190,915,973,1253,005,1051,966,46573,,71,,,71,0,71,81,52,,,,,94,,,117,135,46,11,65,0,13,205,115,0,31,0,,011000,10,0,36,,,,,,,,,,,,,,,87.6543209877,0,100.0,12.3456790123,15.1219512195,0.0,0.0,,,,90.3703703704,8.14814814815,2.88732394366,45.8536585366,85.0,,29.0,90.0,,,,0.0,15.1219512195,,,0.0,182.0,238.0,22.0,0.0,119.0
64,36005011502,5,40.8200863,-73.8865489,28.3,49265,56880,477,810,1070,005,896,884,21311,19617,1378,364500,336700,1378,71,1307,1565,1567,1684,3462,133,,1962,50,45.6,1244,2411,672,212,596,51,880,4446,4452,1478,2110,2393,2455,011502,187,1126,36,3.5,1.0,1.0,1.0,55.0,4.5,8.0,90.0,2.0,39.6020900322,1677.5,1.87220982143,16.2909090909,19.4545454545,88.0511182109,2,74.6738641475,11.9488817891,47.4583895637,0.127795527157,0.153022188217,2.94979423868,5.52263374486,12.8243549008,63.5006221485,10.9083367897,3.22641509434,44.1295546559,12.0,1694.0,-2.0,-6.0,27800.0,1778.0,4.4,53.7511230907,-6.29273352709,2.57283950617,1.0,1.0,2099.0,2475.0,61.0,0.0,118.0
65,36005011700,5,40.8073631,-73.8748094,29.4,19495,16700,703,950,1122,005,986,901,24861,11812,583,,95000,583,12,571,623,616,,,,,752,,,530,910,284,122,243,7,254,1512,1421,420,540,853,,011700,40,406,36,,,,,,,,,,36.7830188679,,,,,93.5794542536,0,73.1481481481,6.42054574639,35.7142857143,0.0,0.0,,,,72.0879120879,14.1758241758,2.59348198971,49.7354497354,85.0,13049.0,7.0,91.0,,,,60.0281491907,-24.3138634764,,,0.0,175.0,0.0,55.0,0.0,35.0
66,36005011800,5,40.8082956,-73.7984474,31.9,76820,86535,944,1160,1605,005,1308,1137,77212,73953,1573,393400,432900,1573,1074,499,1702,1796,2467,2526,841,728,3145,26.8,28.7,2323,2988,1029,509,786,314,350,5328,5013,851,466,308,3523,011800,129,4497,36,2.0,1.0,1.0,1.0,150.0,2.0,10.0,100.0,1.0,33.0693069307,4575.0,3.49770642202,8.72,10.7,92.4206815511,1,15.5968468468,7.57931844888,8.74624624625,0.0587544065805,0.200400801603,3.98983223183,13.95526182,63.6810504091,88.2864792503,27.5435073628,3.38715829625,59.0277777778,171.0,3259.0,-94.0,315.0,-39500.0,59.0,-1.9,6.14402553361,2.60222071263,9.96542958821,,0.0,62.0,12.0,29.0,1.0,42.0
67,36005011900,5,40.8232905,-73.8895984,27,,,362,809,1054,005,958,942,23926,21114,1909,143400,355000,1909,53,1856,2024,2037,1579,896,342,,2753,22.7,36.4,1794,2989,849,173,630,79,1258,5570,5657,1758,2075,2345,,011900,115,616,36,2.0,1.0,1.0,1.0,50.0,0.0,,,1.0,,1525.0,1.59185803758,19.16,21.08,94.3181818182,1,88.9407540395,5.68181818182,37.2531418312,0.0494071146245,0.0538793103448,8.01673640167,12.7615062762,55.6315104167,57.912345266,8.43091334895,2.91775798848,49.4254937163,16.0,2812.0,-13.0,-87.0,-211600.0,-683.0,-13.7,41.4530669966,-4.1999251654,4.74476987448,,0.0,971.0,1197.0,15.0,0.0,87.0
68,36005012101,5,40.8282767,-73.8888784,26.4,56540,,705,874,1100,005,1006,1078,31058,33537,843,450000,475000,843,140,703,998,983,2485,2188,744,748,1388,50,44.1,1234,1629,437,130,311,65,686,3014,2975,964,1139,1075,2250,012101,155,416,36,6.0,1.5,2.0,3.0,119.0,8.0,9.0,95.0,1.0,45.8184764992,3629.5,3.6078528827,8.45378151261,9.24369747899,84.4689378758,1,86.197743862,15.5310621242,37.7903118779,0.100200400802,0.142247510669,2.68266666667,9.67866666667,29.5722882389,57.8882750153,11.97053407,3.5753262159,46.0517584605,-72.0,-2479.0,15.0,39.0,-25000.0,-297.0,5.9,36.1344537815,1.65585809639,6.996,,0.0,241.0,662.0,115.0,0.0,25.0
69,36005012102,5,40.8260142,-73.8879213,23.9,18925,,301,385,706,005,572,752,17800,12321,508,,,508,9,499,541,520,,,,,558,,,411,718,196,77,142,4,299,1485,1309,464,763,658,,012102,33,217,36,2.0,1.0,1.0,1.0,49.0,0.0,,,1.0,46.0462287105,1494.5,2.61276223776,11.6734693878,14.4081632653,93.9001848429,1,85.3872053872,6.09981515712,51.3804713805,0.184842883549,0.200400801603,,,,58.356545961,11.2813370474,2.92322834646,37.5757575758,-180.0,5479.0,21.0,176.0,,,,50.2673796791,1.11309170133,,,0.0,1678.0,498.0,6.0,0.0,48.0
70,36005012300,5,40.8301903,-73.8862025,29.1,,42680,245,439,843,005,631,701,20671,17614,1386,456100,392300,1386,141,1245,1615,1320,2635,2338,450,,2032,38.2,50,1212,2316,610,224,533,63,886,4144,3385,1426,1969,1644,4291,012300,229,257,36,,,,,,,,,,,,,,,85.8204334365,0,93.7982625483,14.1795665635,47.5144787645,0.0,0.0,1.66016224512,,18.4194111776,61.7443868739,12.3920552677,2.9898989899,49.0347490347,-70.0,3057.0,295.0,759.0,63800.0,-297.0,-11.8,48.5672082718,-1.05272950731,,,0.0,542.0,336.0,13.0,0.0,47.0
71,36005012500,5,40.8286462,-73.8935164,27,,,669,973,1204,005,1140,1031,25317,32245,1318,405000,415500,1318,189,1129,1432,1220,2435,2654,1001,1001,2092,43.7,45.7,1241,2157,643,291,428,44,751,4139,3294,1374,1808,1139,2853,012500,114,473,36,4.0,1.33333333333,1.33333333333,2.33333333333,80.3333333333,9.33333333333,8.0,86.0,3.0,,2450.16666667,2.14926900585,14.1908713693,14.9875518672,92.0391061453,3,88.5721188693,7.96089385475,43.6820488041,0.209497206704,0.265721877768,3.37777777778,7.25975308642,19.8733044461,65.1831247102,15.5308298563,3.14036418816,50.5436095675,109.0,-6928.0,212.0,845.0,-10500.0,219.0,-2.0,34.5780206436,9.10402816046,3.88197530864,,0.0,1776.0,942.0,72.0,0.0,62.0
72,36005012701,5,40.8256393,-73.8923237,35.7,23225,19115,231,488,849,005,625,534,19922,14940,772,354200,332700,772,82,690,825,825,1932,2500,236,721,910,41.9,42.2,570,1387,351,115,355,17,549,2117,2071,506,984,897,2118,012701,53,410,36,,,,,,,,,,40.7456140351,,,,,93.5757575758,0,80.6329711856,6.42424242424,46.4808691545,0.0,0.0,2.11744776962,,16.6016666667,60.4181687094,9.51694304254,2.74222797927,42.9853566368,91.0,4982.0,0.0,46.0,21500.0,568.0,-0.3,43.312409464,3.16845969044,,1.0,1.0,5108.0,258.0,49.0,0.0,78.0
73,36005012901,5,40.8226294,-73.898734,26.4,,,524,789,1182,005,938,858,17500,17723,1336,261100,259400,1336,44,1292,1452,1431,1475,1667,1001,,1712,50,14.5,931,2003,577,90,464,84,788,3828,3009,1384,1745,1249,2800,012901,116,355,36,,,,,,,,,,,,,,,92.0110192837,0,90.7262277952,7.98898071625,45.5851619645,0.0,0.0,4.3109919571,,21.8706258748,60.6590114828,8.68696954568,2.86526946108,44.723092999,80.0,-223.0,21.0,819.0,1700.0,192.0,35.5,41.5088069126,4.07635505188,,,0.0,2746.0,732.0,37.0,0.0,87.0
74,36005013000,5,40.8193055,-73.8147485,47.3,27435,,914,1111,1456,005,1327,1164,78102,81897,475,467200,513500,475,255,220,475,448,2076,2629,1001,710,689,29.8,24.4,733,979,427,103,154,88,207,1334,1101,131,67,40,3711,013000,0,1013,36,,,,,,,,,,37.4283765348,,,,,100.0,0,24.0629685157,0.0,5.02248875562,0.0,0.0,3.40839041096,,61.8914035755,78.8559754852,19.5097037794,2.80842105263,51.6491754123,163.0,-3795.0,27.0,233.0,-46300.0,553.0,5.4,3.63306085377,1.38942790185,,1.0,1.0,317.0,529.0,30.0,2.0,70.0
75,36005013100,5,40.825954,-73.8978818,31.3,,,451,773,1069,005,899,823,29254,25168,1636,345600,392600,1636,217,1419,1815,1694,1794,2349,818,,2250,41.9,21.8,1778,2896,740,120,710,135,1191,4906,5103,1458,1540,1986,3202,013100,179,477,36,1.5,1.0,1.0,1.0,40.0,2.5,8.0,68.0,2.0,,1220.0,1.35706340378,22.475,26.725,90.1377410468,2,90.2772115777,9.86225895317,31.3901345291,0.110192837466,0.140944326991,3.12152777778,4.23611111111,25.9454377749,58.8743093923,8.80524861878,2.99877750611,45.8622095393,76.0,4086.0,121.0,-197.0,-47000.0,555.0,20.1,38.9182833627,-7.52814883358,1.11458333333,2.0,2.0,1306.0,482.0,17.0,0.0,32.0
76,36005013200,5,40.81378,-73.8187728,40.6,142715,107270,942,1181,1510,005,1373,1339,92855,81985,2518,428500,453700,2518,1557,961,2589,2463,2551,2730,818,769,3482,34.1,33,3479,5181,1569,711,1586,403,912,7150,6285,1215,562,397,3724,013200,71,3453,36,,,,,,,,,,41.0218453579,,,,,97.257628428,0,51.7062937063,2.74237157204,7.86013986014,0.0,0.0,3.84504084014,,70.860042735,82.3972206138,21.5016406099,2.83955520254,48.6993006993,34.0,10870.0,126.0,865.0,-25200.0,179.0,1.1,6.31662688942,1.54351297072,,,0.0,66.0,846.0,78.0,0.0,19.0
77,36005013300,5,40.8228226,-73.903485,29.4,,,305,611,878,005,617,420,27742,19784,2224,237800,230700,2224,206,2018,2361,2328,987,1531,644,692,3498,27.3,42.3,2445,4306,1384,384,610,75,1853,7067,6894,1811,1736,2317,1063,013300,137,399,36,6.0,1.16666666667,2.0,2.66666666667,159.666666667,24.6666666667,7.5,92.0,3.0,,4869.83333333,7.89276066991,3.8643006263,5.49895615866,94.1973739941,3,94.3540399038,5.80262600593,24.5648790151,0.12706480305,0.148662041625,3.11354079058,24.574432296,37.7503810146,56.9670227589,10.6595448212,3.17760791367,49.4976652045,197.0,7958.0,33.0,173.0,7100.0,544.0,-15.0,33.6089353061,-9.04405629092,21.4608915055,,0.0,2657.0,791.0,21.0,0.0,83.0
