,census_tract,rides_yellow,rides_uber,rides_green,share_uber,total_rides,share_yellow
743,48000,459,65.0,425.0,0.44783983140147526,949.0,0.48366701791359323
744,48100,7200,3088.0,12986.0,0.5579616739709548,23274.0,0.30935808197989173
745,48200,333,108.0,246.0,0.35807860262008734,687.0,0.4847161572052402
746,48300,3129,204.0,3275.0,0.49561138014527845,6608.0,0.4735169491525424
747,48400,586,145.0,598.0,0.44996237772761477,1329.0,0.44093303235515424
748,48500,7471,3954.0,9725.0,0.4598108747044917,21150.0,0.3532387706855792
749,48600,288,44.0,170.0,0.3386454183266932,502.0,0.5737051792828686
750,48800,325,172.0,313.0,0.38641975308641974,810.0,0.4012345679012346
751,48900,4722,627.0,4462.0,0.4547956375496891,9811.0,0.48129650392416673
752,49000,881,213.0,285.0,0.20667150108774474,1379.0,0.6388687454677302
753,49100,2863,1421.0,3409.0,0.44313011828935395,7693.0,0.3721565059144677
754,49200,1920,387.0,1749.0,0.4312130177514793,4056.0,0.47337278106508873
755,49300,13159,2000.0,8559.0,0.36086516569693905,23718.0,0.5548106923012058
756,49301,191,72.0,778.0,0.7473583093179635,1041.0,0.1834774255523535
757,49302,563,120.0,1064.0,0.6090440755580996,1747.0,0.3222667429879794
758,49400,2293,481.0,516.0,0.15683890577507598,3290.0,0.6969604863221884
759,49500,16498,2620.0,12269.0,0.3908943193041705,31387.0,0.5256316309300029
760,49600,1379,246.0,1144.0,0.4131455399061033,2769.0,0.49801372336583605
761,49700,13339,2444.0,15333.0,0.4927689934438874,31116.0,0.4286862064532716
762,49800,231,161.0,169.0,0.30124777183600715,561.0,0.4117647058823529
763,49900,7902,1834.0,6797.0,0.4111171596201536,16533.0,0.4779531845400109
764,50000,868,551.0,597.0,0.2961309523809524,2016.0,0.4305555555555556
765,50100,28674,3403.0,25841.0,0.44616526813771196,57918.0,0.4950792499741013
766,50200,560,260.0,359.0,0.3044953350296862,1179.0,0.47497879558948264
767,50201,13,28.0,38.0,0.4810126582278481,79.0,0.16455696202531644
768,50202,779,677.0,906.0,0.3835732430143946,2362.0,0.329805249788315
769,50300,19580,3054.0,12679.0,0.35904624359301107,35313.0,0.554470025203183
770,50400,2357,3934.0,1634.0,0.20618296529968455,7925.0,0.2974132492113565
771,50500,4150,1743.0,4311.0,0.4224813798510388,10204.0,0.406703253626029
772,50600,499,402.0,672.0,0.42720915448188174,1573.0,0.3172282263191354
773,50700,2115,519.0,1725.0,0.395732966276669,4359.0,0.48520302821748107
774,50701,13,14.0,18.0,0.4,45.0,0.28888888888888886
775,50702,328,755.0,114.0,0.09523809523809523,1197.0,0.27401837928153716
776,50800,5,35.0,12.0,0.23076923076923078,52.0,0.09615384615384616
777,50801,1244,234.0,1938.0,0.5673302107728337,3416.0,0.36416861826697894
778,50803,2328,353.0,3104.0,0.5365600691443388,5785.0,0.4024200518582541
779,50804,689,570.0,990.0,0.44019564250778126,2249.0,0.3063583815028902
780,50900,3286,399.0,2594.0,0.4131231087752827,6279.0,0.5233317407230451
781,51000,22,12.0,18.0,0.34615384615384615,52.0,0.4230769230769231
782,51001,797,319.0,1450.0,0.5650818394388153,2566.0,0.31060015588464535
783,51002,643,262.0,1284.0,0.5865692096847875,2189.0,0.29374143444495204
784,51100,4402,2848.0,5507.0,0.43168456533667793,12757.0,0.3450654542604061
785,51200,487,278.0,803.0,0.5121173469387755,1568.0,0.31058673469387754
786,51300,36936,4322.0,32514.0,0.44073632272406876,73772.0,0.500677763921271
787,51400,403,331.0,614.0,0.45548961424332346,1348.0,0.29896142433234424
788,51500,6349,3164.0,8945.0,0.4846137176292123,18458.0,0.34397009426806807
789,51600,160,98.0,260.0,0.5019305019305019,518.0,0.3088803088803089
790,51601,232,252.0,312.0,0.39195979899497485,796.0,0.2914572864321608
791,51602,526,84.0,758.0,0.554093567251462,1368.0,0.3845029239766082
792,51700,30848,8268.0,53637.0,0.578277791553912,92753.0,0.3325822345368883
793,51800,213,105.0,332.0,0.5107692307692308,650.0,0.32769230769230767
794,51900,45465,5804.0,43339.0,0.45809022492812446,94608.0,0.4805618975139523
795,52000,330,325.0,543.0,0.4532554257095159,1198.0,0.27545909849749584
796,52100,305,119.0,599.0,0.5855327468230694,1023.0,0.2981427174975562
797,52200,507,236.0,528.0,0.4154209284028324,1271.0,0.3988985051140834
798,52300,72946,6593.0,24198.0,0.23326296307007144,103737.0,0.7031820854661307
799,52400,2,21.0,24.0,0.5106382978723404,47.0,0.0425531914893617
800,52500,22787,2929.0,21482.0,0.4551464045086656,47198.0,0.482795881181406
801,52600,901,237.0,740.0,0.39403620873269435,1878.0,0.47976570820021297
802,52700,7907,1783.0,5476.0,0.36107081629961757,15166.0,0.5213635764209416
803,52800,114,148.0,261.0,0.49904397705544934,523.0,0.2179732313575526
804,52900,4738,430.0,2807.0,0.35197492163009403,7975.0,0.5941065830721003
805,52901,34,55.0,34.0,0.2764227642276423,123.0,0.2764227642276423
806,52902,35,70.0,26.0,0.1984732824427481,131.0,0.26717557251908397
807,53000,79,105.0,214.0,0.5376884422110553,398.0,0.1984924623115578
808,53100,1461,729.0,1434.0,0.3956953642384106,3624.0,0.4031456953642384
809,53200,204,284.0,174.0,0.2628398791540785,662.0,0.3081570996978852
810,53300,462,127.0,344.0,0.3687031082529475,933.0,0.49517684887459806
811,53400,203,100.0,137.0,0.31136363636363634,440.0,0.46136363636363636
812,53401,9,28.0,58.0,0.6105263157894737,95.0,0.09473684210526316
813,53500,1402,1048.0,1475.0,0.37579617834394907,3925.0,0.3571974522292994
814,53601,4,29.0,20.0,0.37735849056603776,53.0,0.07547169811320754
815,53700,1961,375.0,1982.0,0.4590088003705419,4318.0,0.4541454377026401
816,53800,78,150.0,48.0,0.17391304347826086,276.0,0.2826086956521739
817,53900,939,295.0,1176.0,0.4879668049792531,2410.0,0.3896265560165975
818,54000,50,21.0,49.0,0.4083333333333333,120.0,0.4166666666666667
819,54200,233,167.0,186.0,0.3174061433447099,586.0,0.39761092150170646
820,54300,860,946.0,2045.0,0.5310309010646586,3851.0,0.2233186185406388
821,54400,24,100.0,17.0,0.12056737588652482,141.0,0.1702127659574468
822,54500,658,479.0,1170.0,0.5071521456436932,2307.0,0.28521889900303427
823,54600,109,86.0,85.0,0.30357142857142855,280.0,0.3892857142857143
824,54700,2697,1828.0,4663.0,0.5075097953852852,9188.0,0.293535045711798
825,54800,110,99.0,86.0,0.29152542372881357,295.0,0.3728813559322034
826,54900,36076,8314.0,54544.0,0.55131703964259,98934.0,0.3646471384963713
827,55000,47,118.0,42.0,0.2028985507246377,207.0,0.22705314009661837
828,55100,33697,8051.0,53474.0,0.5615719056520552,95222.0,0.35387830543361826
829,55101,465,950.0,164.0,0.103863204559848,1579.0,0.29449018366054464
830,55102,34,62.0,8.0,0.07692307692307693,104.0,0.3269230769230769
831,55200,211,200.0,434.0,0.5136094674556213,845.0,0.24970414201183433
832,55300,81058,8314.0,152964.0,0.6312062590783045,242336.0,0.3344860029050574
833,55400,274,162.0,370.0,0.45905707196029777,806.0,0.3399503722084367
834,55500,30557,12856.0,41925.0,0.4912817267805667,85338.0,0.35807026178255874
835,55600,164,95.0,64.0,0.19814241486068113,323.0,0.5077399380804953
836,55700,43545,9382.0,87343.0,0.6226776930206032,140270.0,0.3104370143295074
837,55800,50,55.0,24.0,0.18604651162790697,129.0,0.3875968992248062
838,55900,70,84.0,174.0,0.5304878048780488,328.0,0.21341463414634146
839,56000,69,96.0,52.0,0.23963133640552994,217.0,0.31797235023041476
840,56100,6434,3260.0,11769.0,0.5483390020034478,21463.0,0.2997717001351162
841,56200,47,45.0,24.0,0.20689655172413793,116.0,0.4051724137931034
842,56300,3864,3007.0,7352.0,0.5169092315264009,14223.0,0.2716726429023413
843,56400,74,110.0,108.0,0.3698630136986301,292.0,0.2534246575342466
844,56500,9605,4744.0,19623.0,0.5776227481455316,33972.0,0.2827328388084305
845,56600,40,42.0,119.0,0.5920398009950248,201.0,0.19900497512437812
846,56700,110,40.0,83.0,0.3562231759656652,233.0,0.4721030042918455
847,56800,117,63.0,115.0,0.3898305084745763,295.0,0.39661016949152544
848,56900,32173,3719.0,50831.0,0.5861305536016974,86723.0,0.3709857823184161
849,57000,19,90.0,67.0,0.3806818181818182,176.0,0.10795454545454546
850,57100,7967,2368.0,7189.0,0.4102373887240356,17524.0,0.45463364528646427
851,57101,175,51.0,89.0,0.28253968253968254,315.0,0.5555555555555556
852,57102,199,24.0,58.0,0.20640569395017794,281.0,0.708185053380783
853,57200,14,46.0,191.0,0.7609561752988048,251.0,0.055776892430278883
854,57300,5280,2696.0,6103.0,0.4334824916542368,14079.0,0.37502663541444703
855,57400,12,44.0,36.0,0.391304347826087,92.0,0.13043478260869565
856,57500,25561,3533.0,37421.0,0.562594903405247,66515.0,0.38428925806209124
857,57600,25,42.0,18.0,0.21176470588235294,85.0,0.29411764705882354
858,57700,80,54.0,198.0,0.5963855421686747,332.0,0.24096385542168675
859,57800,59,61.0,107.0,0.4713656387665198,227.0,0.2599118942731278
860,57900,1618,584.0,564.0,0.2039045553145336,2766.0,0.5849602313810557
861,57901,2198,4598.0,304.0,0.0428169014084507,7100.0,0.3095774647887324
862,57902,46,27.0,24.0,0.24742268041237114,97.0,0.4742268041237113
863,57903,627,1018.0,224.0,0.1198501872659176,1869.0,0.33547351524879615
864,58000,177,119.0,120.0,0.28846153846153844,416.0,0.4254807692307692
865,58100,201,188.0,164.0,0.2965641952983725,553.0,0.36347197106690776
866,58200,192,81.0,178.0,0.3946784922394678,451.0,0.42572062084257206
867,58300,168,116.0,144.0,0.3364485981308411,428.0,0.3925233644859813
868,58400,61,55.0,70.0,0.3763440860215054,186.0,0.3279569892473118
869,58500,263,68.0,308.0,0.48200312989045385,639.0,0.41158059467918623
870,58600,17,22.0,24.0,0.38095238095238093,63.0,0.2698412698412698
871,58700,288,34.0,229.0,0.41560798548094374,551.0,0.5226860254083484
872,58800,95,94.0,201.0,0.5153846153846153,390.0,0.24358974358974358
873,58900,1239,772.0,1807.0,0.4732844421162912,3818.0,0.32451545311681507
874,59000,29,55.0,1649.0,0.9515291402192729,1733.0,0.01673398730525101
875,59100,5664,2413.0,6476.0,0.44499415927987357,14553.0,0.3891981034838178
876,59200,161,226.0,168.0,0.3027027027027027,555.0,0.29009009009009007
877,59300,2578,1538.0,3129.0,0.4318840579710145,7245.0,0.35583160800552105
878,59400,13,11.0,,,,
879,59401,18,57.0,83.0,0.5253164556962026,158.0,0.11392405063291139
880,59402,41,58.0,177.0,0.6413043478260869,276.0,0.14855072463768115
881,59500,529,209.0,591.0,0.44469525959367945,1329.0,0.3980436418359669
882,59600,29,62.0,187.0,0.6726618705035972,278.0,0.10431654676258993
883,59800,37,27.0,147.0,0.6966824644549763,211.0,0.17535545023696683
884,59900,87,38.0,72.0,0.36548223350253806,197.0,0.4416243654822335
885,60000,111,134.0,301.0,0.5512820512820513,546.0,0.2032967032967033
886,60100,175,52.0,266.0,0.539553752535497,493.0,0.35496957403651114
887,60300,233,105.0,365.0,0.519203413940256,703.0,0.3314366998577525
888,60600,88,67.0,29574.0,0.9947862356621481,29729.0,0.002960072656328837
889,60701,15,10.0,26.0,0.5098039215686274,51.0,0.29411764705882354
890,60800,129,126.0,569.0,0.6905339805825242,824.0,0.15655339805825244
891,61000,7,14.0,,,,
892,61002,22,55.0,12.0,0.1348314606741573,89.0,0.24719101123595505
893,61003,180,64.0,156.0,0.39,400.0,0.45
894,61004,75,123.0,143.0,0.41935483870967744,341.0,0.21994134897360704
895,61200,129,107.0,48.0,0.16901408450704225,284.0,0.45422535211267606
896,61301,112,122.0,279.0,0.543859649122807,513.0,0.21832358674463936
897,61302,4,,,,,
898,61400,141,34.0,18.0,0.09326424870466321,193.0,0.7305699481865285
899,61600,22,25.0,106.0,0.6928104575163399,153.0,0.1437908496732026
900,61601,14,10.0,12.0,0.3333333333333333,36.0,0.3888888888888889
901,61602,190,243.0,48.0,0.0997920997920998,481.0,0.39501039501039503
902,61700,93,52.0,47.0,0.24479166666666666,192.0,0.484375
903,61800,47,8.0,24.0,0.3037974683544304,79.0,0.5949367088607594
904,61900,69,55.0,145.0,0.5390334572490706,269.0,0.25650557620817843
905,62000,22,54.0,30.0,0.2830188679245283,106.0,0.20754716981132076
906,62100,292,147.0,416.0,0.4865497076023392,855.0,0.34152046783625734
907,62200,391,259.0,432.0,0.39926062846580407,1082.0,0.3613678373382625
908,62300,31,4.0,82.0,0.7008547008547008,117.0,0.26495726495726496
909,62400,1,5.0,,,,
910,62500,15,1.0,24.0,0.6,40.0,0.375
911,62600,38,27.0,73.0,0.5289855072463768,138.0,0.2753623188405797
912,62700,26,29.0,42.0,0.4329896907216495,97.0,0.26804123711340205
913,62800,44,66.0,326.0,0.7477064220183486,436.0,0.10091743119266056
914,62900,71,92.0,145.0,0.4707792207792208,308.0,0.2305194805194805
915,63000,14,24.0,18.0,0.32142857142857145,56.0,0.25
916,63200,20,97.0,18.0,0.13333333333333333,135.0,0.14814814814814814
917,63301,23,18.0,36.0,0.4675324675324675,77.0,0.2987012987012987
918,63302,18,87.0,48.0,0.3137254901960784,153.0,0.11764705882352941
919,63500,53,57.0,132.0,0.5454545454545454,242.0,0.2190082644628099
920,63600,4,14.0,,,,
921,63700,193,66.0,380.0,0.594679186228482,639.0,0.30203442879499215
922,63800,85,81.0,95.0,0.36398467432950193,261.0,0.32567049808429116
923,63900,211,64.0,280.0,0.5045045045045045,555.0,0.3801801801801802
924,64000,6,10.0,12.0,0.42857142857142855,28.0,0.21428571428571427
925,64101,187,16.0,127.0,0.38484848484848483,330.0,0.5666666666666667
926,64102,237,19.0,457.0,0.6409537166900421,713.0,0.332398316970547
927,64200,35,86.0,30.0,0.1986754966887417,151.0,0.23178807947019867
928,64400,28,28.0,30.0,0.3488372093023256,86.0,0.32558139534883723
929,64500,133,84.0,926.0,0.8101487314085739,1143.0,0.1163604549431321
930,64600,10,72.0,7.0,0.07865168539325842,89.0,0.11235955056179775
931,64800,14,38.0,12.0,0.1875,64.0,0.21875
932,65000,102,50.0,138.0,0.47586206896551725,290.0,0.35172413793103446
933,65200,84,81.0,161.0,0.4938650306748466,326.0,0.25766871165644173
934,65400,90,65.0,16.0,0.0935672514619883,171.0,0.5263157894736842
935,65501,13,4.0,36.0,0.6792452830188679,53.0,0.24528301886792453
936,65600,598,828.0,187.0,0.11593304401735896,1613.0,0.3707377557346559
937,65702,100,90.0,145.0,0.43283582089552236,335.0,0.29850746268656714
938,65703,69,74.0,272.0,0.655421686746988,415.0,0.16626506024096385
939,65800,5,18.0,6.0,0.20689655172413793,29.0,0.1724137931034483
940,65900,16,41.0,18.0,0.24,75.0,0.21333333333333335
941,66000,34,83.0,35.0,0.23026315789473684,152.0,0.2236842105263158
942,66100,17,58.0,37.0,0.33035714285714285,112.0,0.15178571428571427
943,66200,70,47.0,119.0,0.5042372881355932,236.0,0.2966101694915254
944,66300,47,56.0,48.0,0.31788079470198677,151.0,0.31125827814569534
945,66400,215,219.0,66.0,0.132,500.0,0.43
946,66501,53,109.0,51.0,0.23943661971830985,213.0,0.24882629107981222
947,66600,55,5.0,18.0,0.23076923076923078,78.0,0.7051282051282052
948,66701,119,58.0,160.0,0.47477744807121663,337.0,0.35311572700296734
949,66900,74,82.0,82.0,0.3445378151260504,238.0,0.31092436974789917
950,67000,44,79.0,172.0,0.5830508474576271,295.0,0.14915254237288136
951,67100,71,51.0,233.0,0.6563380281690141,355.0,0.2
952,67200,19,27.0,12.0,0.20689655172413793,58.0,0.3275862068965517
953,67400,34,103.0,48.0,0.2594594594594595,185.0,0.1837837837837838
954,67600,35,78.0,202.0,0.6412698412698413,315.0,0.1111111111111111
955,67700,34,117.0,103.0,0.40551181102362205,254.0,0.13385826771653545
956,67800,15,55.0,12.0,0.14634146341463414,82.0,0.18292682926829268
957,67900,761,139.0,1047.0,0.5377503852080123,1947.0,0.3908577298407807
958,68000,52,26.0,26.0,0.25,104.0,0.5
959,68200,76,97.0,51.0,0.22767857142857142,224.0,0.3392857142857143
960,68300,4648,218.0,79476.0,0.9423063242512627,84342.0,0.055108961134428876
961,68600,23,54.0,18.0,0.18947368421052632,95.0,0.24210526315789474
962,68700,1336,95.0,1269.0,0.47,2700.0,0.4948148148148148
963,68800,22,60.0,24.0,0.22641509433962265,106.0,0.20754716981132076
964,69000,105,83.0,84.0,0.3088235294117647,272.0,0.3860294117647059
965,69200,30,197.0,25.0,0.0992063492063492,252.0,0.11904761904761904
966,69300,3974,317.0,24687.0,0.8519221478362896,28978.0,0.13713851887638898
967,69400,99,49.0,12.0,0.075,160.0,0.61875
968,69500,77,73.0,137.0,0.47735191637630664,287.0,0.2682926829268293
969,69601,26,110.0,66.0,0.32673267326732675,202.0,0.12871287128712872
970,69602,7,52.0,13.0,0.18055555555555555,72.0,0.09722222222222222
971,69701,457,137.0,1200.0,0.6688963210702341,1794.0,0.2547380156075808
972,69702,318,76.0,370.0,0.48429319371727747,764.0,0.4162303664921466
973,69800,28,70.0,52.0,0.3466666666666667,150.0,0.18666666666666668
974,70000,17,15.0,,,,
975,70201,50,112.0,36.0,0.18181818181818182,198.0,0.25252525252525254
976,70202,38,92.0,42.0,0.2441860465116279,172.0,0.22093023255813954
977,70203,19,,,,,
978,70300,839,57.0,1041.0,0.537429013939081,1937.0,0.4331440371708828
979,70600,72,13.0,22.0,0.205607476635514,107.0,0.6728971962616822
980,70700,78,91.0,472.0,0.7363494539781591,641.0,0.12168486739469579
981,70900,102,103.0,401.0,0.6617161716171617,606.0,0.16831683168316833
982,71100,112,221.0,577.0,0.634065934065934,910.0,0.12307692307692308
983,71303,2222,269.0,3118.0,0.5558923159208415,5609.0,0.3961490461757889
984,71304,1890,308.0,3687.0,0.6265080713678844,5885.0,0.3211554800339847
985,71305,661,264.0,2062.0,0.6903247405423502,2987.0,0.22129226648811517
986,71306,588,239.0,1353.0,0.6206422018348624,2180.0,0.26972477064220185
987,71600,1480344,92505.0,2636.0,0.0016731355741247934,1575485.0,0.9396116116624404
988,71701,1720,141.0,4503.0,0.7075738529226901,6364.0,0.2702702702702703
989,71702,1107,211.0,17287.0,0.9291588282719699,18605.0,0.059500134372480515
990,71900,193,91.0,572.0,0.6682242990654206,856.0,0.22546728971962618
991,72000,53,102.0,81.0,0.3432203389830508,236.0,0.2245762711864407
992,72100,114,72.0,353.0,0.6549165120593692,539.0,0.21150278293135436
993,72200,22,35.0,82.0,0.5899280575539568,139.0,0.15827338129496402
994,72300,52,117.0,216.0,0.561038961038961,385.0,0.13506493506493505
995,72400,61,61.0,106.0,0.4649122807017544,228.0,0.2675438596491228
996,72600,38,148.0,178.0,0.489010989010989,364.0,0.1043956043956044
997,72800,45,36.0,36.0,0.3076923076923077,117.0,0.38461538461538464
998,72900,45,49.0,317.0,0.7712895377128953,411.0,0.10948905109489052
999,73000,31,32.0,38.0,0.37623762376237624,101.0,0.3069306930693069
1000,73100,66,88.0,418.0,0.7307692307692307,572.0,0.11538461538461539
1001,73200,28,18.0,49.0,0.5157894736842106,95.0,0.29473684210526313
1002,73400,28,64.0,60.0,0.39473684210526316,152.0,0.18421052631578946
1003,73600,106,15.0,92.0,0.431924882629108,213.0,0.49765258215962443
1004,73700,1681,517.0,22843.0,0.9122239527175432,25041.0,0.06712990695259774
1005,73800,64,54.0,117.0,0.4978723404255319,235.0,0.2723404255319149
1006,73900,4301,328.0,130187.0,0.9656643128412058,134816.0,0.03190274151436032
1007,74000,200,37.0,204.0,0.46258503401360546,441.0,0.45351473922902497
1008,74100,159,122.0,882.0,0.7583834909716252,1163.0,0.13671539122957868
1009,74200,139,115.0,120.0,0.32085561497326204,374.0,0.3716577540106952
1010,74300,245,114.0,1623.0,0.8188698284561049,1982.0,0.1236125126135217
1011,74400,5,96.0,18.0,0.15126050420168066,119.0,0.04201680672268908
1012,74500,542,91.0,1385.0,0.6863230921704658,2018.0,0.26858275520317143
1013,74600,35,71.0,42.0,0.28378378378378377,148.0,0.23648648648648649
1014,74700,956,35.0,293.0,0.22819314641744548,1284.0,0.7445482866043613
1015,74800,38,62.0,60.0,0.375,160.0,0.2375
1016,74900,44,146.0,144.0,0.4311377245508982,334.0,0.1317365269461078
1017,75000,51,59.0,30.0,0.21428571428571427,140.0,0.36428571428571427
1018,75200,35,105.0,30.0,0.17647058823529413,170.0,0.20588235294117646
1019,75400,14,42.0,45.0,0.44554455445544555,101.0,0.13861386138613863
1020,75600,32,126.0,52.0,0.24761904761904763,210.0,0.1523809523809524
1021,75701,1539,180.0,2269.0,0.5689568706118355,3988.0,0.3859077231695085
1022,75702,878,149.0,667.0,0.3937426210153483,1694.0,0.5182998819362455
1023,75800,38,71.0,18.0,0.14173228346456693,127.0,0.2992125984251969
1024,76000,67,45.0,90.0,0.44554455445544555,202.0,0.3316831683168317
1025,76200,156,113.0,270.0,0.5009276437847866,539.0,0.2894248608534323
1026,76400,133,93.0,189.0,0.45542168674698796,415.0,0.3204819277108434
1027,76600,132,284.0,252.0,0.3772455089820359,668.0,0.19760479041916168
1028,76800,45,66.0,70.0,0.3867403314917127,181.0,0.24861878453038674
1029,76901,925,293.0,2382.0,0.6616666666666666,3600.0,0.2569444444444444
1030,76902,3206,213.0,50868.0,0.9370199126862785,54287.0,0.059056496030357175
1031,77000,459,191.0,533.0,0.45054945054945056,1183.0,0.3879966187658495
1032,77200,109,184.0,133.0,0.31220657276995306,426.0,0.25586854460093894
1033,77300,65,84.0,271.0,0.6452380952380953,420.0,0.15476190476190477
1034,77400,654,361.0,4706.0,0.8225834644292955,5721.0,0.11431567907708443
1035,77500,398,182.0,3123.0,0.8433702403456657,3703.0,0.1074804212800432
1036,77600,23,15.0,60.0,0.6122448979591837,98.0,0.23469387755102042
1037,77902,381,128.0,657.0,0.5634648370497427,1166.0,0.32675814751286447
1038,77903,669,73.0,520.0,0.4120443740095087,1262.0,0.5301109350237718
1039,77904,49,67.0,174.0,0.6,290.0,0.16896551724137931
1040,77905,563,108.0,670.0,0.49962714392244595,1341.0,0.4198359433258762
1041,77906,81,150.0,316.0,0.5776965265082267,547.0,0.1480804387568556
1042,77907,55,119.0,189.0,0.5206611570247934,363.0,0.15151515151515152
1043,77908,117,113.0,611.0,0.7265160523186682,841.0,0.13912009512485138
1044,78000,34,60.0,55.0,0.3691275167785235,149.0,0.22818791946308725
1045,78200,40,35.0,80.0,0.5161290322580645,155.0,0.25806451612903225
1046,78400,51,39.0,67.0,0.4267515923566879,157.0,0.3248407643312102
1047,78600,324,148.0,540.0,0.5335968379446641,1012.0,0.3201581027667984
1048,78800,3905,328.0,506.0,0.10677358092424562,4739.0,0.8240135049588521
1049,79000,600,189.0,838.0,0.5150583896742471,1627.0,0.36877688998156116
1050,79200,9656,890.0,251.0,0.023247198295822915,10797.0,0.8943224969899046
1051,79300,289,36.0,132.0,0.2888402625820569,457.0,0.6323851203501094
1052,79400,128,68.0,282.0,0.5899581589958159,478.0,0.26778242677824265
1053,79601,1486,455.0,2077.0,0.5169238427078149,4018.0,0.36983573917371826
1054,79602,662,322.0,996.0,0.503030303030303,1980.0,0.33434343434343433
1055,79701,209,78.0,363.0,0.5584615384615385,650.0,0.32153846153846155
1056,79702,82,13.0,106.0,0.527363184079602,201.0,0.4079601990049751
1057,79801,1761,383.0,2286.0,0.5160270880361174,4430.0,0.3975169300225734
1058,79802,2881,903.0,3425.0,0.4751005687335275,7209.0,0.3996393397142461
1059,79900,366,264.0,3545.0,0.8491017964071856,4175.0,0.08766467065868264
1060,80000,521,841.0,915.0,0.4018445322793149,2277.0,0.22880983750548967
1061,80200,381,392.0,746.0,0.4911125740618828,1519.0,0.25082290980908495
1062,80301,174,41.0,194.0,0.4743276283618582,409.0,0.4254278728606357
1063,80302,301,99.0,538.0,0.5735607675906184,938.0,0.3208955223880597
1064,80400,299,420.0,774.0,0.5184192900200938,1493.0,0.20026791694574683
1065,80600,273,508.0,571.0,0.4223372781065089,1352.0,0.20192307692307693
1066,80800,67,77.0,274.0,0.6555023923444976,418.0,0.16028708133971292
1067,80900,92,227.0,497.0,0.6090686274509803,816.0,0.11274509803921569
1068,81000,57,73.0,97.0,0.42731277533039647,227.0,0.2511013215859031
1069,81400,9325,525.0,540.0,0.0519730510105871,10390.0,0.897497593840231
1070,81600,149,343.0,838.0,0.6300751879699248,1330.0,0.11203007518796992
1071,81800,1403,487.0,833.0,0.3059125964010283,2723.0,0.5152405435181785
1072,82000,408,293.0,936.0,0.5717776420281002,1637.0,0.24923640806353084
1073,82200,274,298.0,513.0,0.4728110599078341,1085.0,0.25253456221198156
1074,82400,169,148.0,404.0,0.5603328710124826,721.0,0.23439667128987518
1075,82600,158,99.0,433.0,0.6275362318840579,690.0,0.2289855072463768
1076,82800,132,74.0,494.0,0.7057142857142857,700.0,0.18857142857142858
1077,83000,86,88.0,182.0,0.5112359550561798,356.0,0.24157303370786518
1078,83200,25,45.0,85.0,0.5483870967741935,155.0,0.16129032258064516
1079,83400,43,23.0,67.0,0.5037593984962406,133.0,0.3233082706766917
1080,83600,42,66.0,75.0,0.4098360655737705,183.0,0.22950819672131148
1081,83700,130,51.0,214.0,0.5417721518987342,395.0,0.3291139240506329
1082,83800,65,53.0,158.0,0.572463768115942,276.0,0.23550724637681159
1083,84000,97,100.0,162.0,0.45125348189415043,359.0,0.27019498607242337
1084,84500,58,42.0,67.0,0.40119760479041916,167.0,0.3473053892215569
1085,84600,34,80.0,60.0,0.3448275862068966,174.0,0.19540229885057472
1086,84601,385,98.0,68.0,0.12341197822141561,551.0,0.6987295825771325
1087,84602,7413,189.0,62.0,0.008089770354906054,7664.0,0.9672494780793319
1088,84800,46,75.0,68.0,0.35978835978835977,189.0,0.24338624338624337
1089,84900,209,102.0,556.0,0.6412918108419838,867.0,0.24106113033448673
1090,85000,15,1.0,,,,
1091,85200,4,10.0,12.0,0.46153846153846156,26.0,0.15384615384615385
1092,85300,628,179.0,26573.0,0.9705259313367421,27380.0,0.02293644996347699
1093,85400,55,69.0,108.0,0.46551724137931033,232.0,0.23706896551724138
1094,85500,69,58.0,210.0,0.6231454005934718,337.0,0.20474777448071216
1095,85600,97,204.0,164.0,0.35268817204301073,465.0,0.2086021505376344
1096,85700,54,43.0,185.0,0.6560283687943262,282.0,0.19148936170212766
1097,85800,49,54.0,118.0,0.5339366515837104,221.0,0.22171945701357465
1098,85900,63,22.0,91.0,0.5170454545454546,176.0,0.35795454545454547
1099,86000,57,45.0,179.0,0.6370106761565836,281.0,0.20284697508896798
1100,86100,42,34.0,593.0,0.8863976083707026,669.0,0.06278026905829596
1101,86200,68,162.0,96.0,0.294478527607362,326.0,0.2085889570552147
1102,86300,51,37.0,243.0,0.7341389728096677,331.0,0.1540785498489426
1103,86400,424,289.0,5322.0,0.8818558409279205,6035.0,0.07025683512841756
1104,86500,544,144.0,1858.0,0.7297721916732128,2546.0,0.21366849960722703
1105,86600,107,186.0,149.0,0.33710407239819007,442.0,0.2420814479638009
1106,86800,128,103.0,165.0,0.4166666666666667,396.0,0.32323232323232326
1107,86900,4046,135.0,1358.0,0.24517060841307095,5539.0,0.7304567611482217
1108,87000,38,64.0,60.0,0.37037037037037035,162.0,0.2345679012345679
1109,87100,1471,663.0,71808.0,0.9711395418030349,73942.0,0.019893970950204214
1110,87200,71,210.0,114.0,0.28860759493670884,395.0,0.17974683544303796
1111,87401,172,175.0,439.0,0.5585241730279898,786.0,0.21882951653944022
1112,87600,103,348.0,340.0,0.42983565107458915,791.0,0.1302149178255373
1113,87800,98,127.0,276.0,0.5508982035928144,501.0,0.19560878243512975
1114,88000,750,125.0,485.0,0.35661764705882354,1360.0,0.5514705882352942
1115,88200,143,226.0,624.0,0.6283987915407855,993.0,0.14400805639476336
